revenu,anciennete_mois,freq_usage,support_tickets,canal_acq,segment,region,churn
531.2871790803008,29,9.117375707034869,1,Partenaire,B2C,Sud,0
384.7488637939729,67,11.204452668402775,0,Magasin,B2C,Est,0
687.6550465414048,67,13.931664825847047,2,Web,B2B,Sud,0
515.5075787635097,41,0.0,1,Partenaire,B2B,Nord,0
602.2489413709837,68,6.672955302948761,3,Web,B2B,Nord,0
686.5343986030637,31,10.636384968756023,2,Magasin,B2C,Ouest,0
680.3756116853899,30,9.604547536150857,1,Web,B2C,Est,0
719.7693196151015,60,11.6135049701069,5,Web,B2C,Ouest,0
582.2726127883037,48,11.070161144506216,0,Web,B2C,Nord,0
523.8063038320523,38,8.780528548026371,1,Partenaire,B2C,Ouest,0
585.6507220368482,33,7.892587216051291,0,Partenaire,B2C,Sud,0
296.27980188755464,51,9.017994041057996,3,Magasin,B2C,Est,1
339.51975496384426,54,14.59496939929097,2,Web,B2C,Sud,0
361.9140697762076,35,7.071968268377143,2,Web,B2C,Est,0
420.4955710317333,3,9.748773107424178,0,Web,B2C,Nord,1
671.9593608102186,8,10.733368855993684,0,Web,B2C,Nord,0
437.01377003518905,11,16.241403719497832,1,Web,B2B,Ouest,0
531.9307402729098,33,8.798766967054746,0,Magasin,B2B,Nord,0
833.8610936014918,44,13.835226624043845,0,Magasin,B2C,Nord,0
535.8724852089433,58,14.927917613060089,0,Partenaire,B2B,Ouest,0
732.7528023240756,17,9.744982940037406,1,Web,B2B,Nord,0
431.94881759822215,56,9.157124083692949,1,Web,B2C,Est,0
563.0212395838266,48,8.683785311807135,0,Web,B2C,Ouest,0
428.99603011609537,4,8.97670746302967,0,Web,B2C,Est,0
538.9740463378987,25,13.41695944230733,1,Magasin,B2C,Nord,0
751.2554647423312,22,10.924039909022056,1,Magasin,B2C,Est,0
289.0823238253772,63,10.941158836679477,1,Web,B2C,Est,0
678.1962558382543,66,5.49910595848066,2,Web,B2B,Sud,1
642.79240841981,59,6.130039690499062,0,Magasin,B2C,Ouest,0
493.053007974577,38,18.57378729910792,1,Web,B2C,Ouest,0
339.70958621007816,35,9.288697098845242,0,Web,B2B,Nord,0
612.9833113884965,23,6.90091201768656,1,Magasin,B2B,Nord,0
504.6913123685156,55,15.72439666235719,3,Magasin,B2C,Est,0
641.8817180438467,7,11.127234194734209,2,Web,B2C,Sud,0
603.9333861942197,20,12.312619667458087,3,Magasin,B2B,Ouest,0
888.3202004377647,10,9.447811698873865,0,Partenaire,B2C,Nord,0
556.9159870548556,36,8.725307637692783,2,Web,B2B,Nord,0
415.77045132806427,22,9.321654510010838,0,Web,B2C,Est,0
632.2696142921369,15,4.469047318805493,1,Magasin,B2C,Ouest,0
639.5994031149178,27,9.64829036232041,1,Magasin,B2C,Nord,0
844.6537635432786,62,11.184132308170469,0,Web,B2C,Ouest,0
750.3200242646242,40,17.401852935375015,0,Web,B2C,Sud,0
664.2367906469117,59,10.343996260020862,0,Magasin,B2C,Nord,0
863.3945204195211,65,0.6632918311587801,1,Web,B2C,Est,0
386.0226502218868,65,9.624058268861514,3,Web,B2C,Sud,0
484.84472410504543,25,20.958016532433223,1,Web,B2C,Est,0
433.21633054700555,63,13.465464939940158,3,Web,B2B,Sud,0
529.8342354319618,65,6.756444224765645,1,Partenaire,B2C,Sud,0
352.1964934398644,69,12.364426057722227,0,Magasin,B2C,Nord,0
714.3271704265928,25,7.031946300441039,1,Web,B2C,Ouest,0
559.9999145222208,17,4.58476992181257,2,Partenaire,B2B,Ouest,1
335.2548669895216,42,8.606522547063712,0,Web,B2C,Sud,0
417.19576538264255,67,10.366105756955445,2,Web,B2C,Sud,0
656.4324925410351,64,2.511377990266417,1,Web,B2C,Ouest,0
750.8627822209886,41,5.403362837845457,1,Magasin,B2B,Nord,0
959.4115605045215,11,10.041342252729418,2,Magasin,B2B,Ouest,0
1124.4952438813193,30,8.367307296044183,2,Magasin,B2C,Est,0
674.5936979896794,51,11.579245084584363,2,Web,B2C,Ouest,0
421.88313839426445,40,5.141326690765754,2,Web,B2C,Sud,0
216.23166946836432,25,12.856454994213202,1,Web,B2C,Sud,1
648.1880632218904,25,5.26496361175922,1,Partenaire,B2C,Sud,0
453.6706028441413,5,16.570937207750518,3,Web,B2C,Nord,1
525.2356931676567,21,3.1369668624867337,1,Magasin,B2B,Nord,0
489.82257616923454,48,5.62978291846635,2,Magasin,B2B,Ouest,1
574.6576404450507,18,11.669483212127316,2,Web,B2C,Nord,0
791.8764415417759,71,16.656933005990552,1,Web,B2C,Nord,0
628.268742140162,6,11.260172144464683,0,Web,B2C,Sud,0
571.4457293330361,42,12.251431680729564,2,Magasin,B2C,Sud,0
413.5823244913539,36,10.070147606692235,0,Partenaire,B2C,Est,0
298.5570699532158,60,5.8944061835392265,1,Web,B2C,Nord,0
512.4645763668004,64,8.039446607042482,3,Partenaire,B2C,Ouest,0
590.3191408527023,39,5.152361120074893,2,Web,B2C,Ouest,0
918.2273844443789,45,4.8851601288925135,1,Web,B2C,Nord,0
623.4494138651195,50,11.606995677278986,1,Partenaire,B2C,Ouest,0
776.8931119841503,37,5.507288071648153,1,Magasin,B2C,Sud,0
510.1267922629526,14,11.278216026893446,0,Web,B2C,Sud,0
386.7101220449356,31,4.792708991115609,0,Magasin,B2C,Ouest,0
426.27898279817305,18,11.185532080467018,3,Magasin,B2C,Ouest,0
469.45930838356446,33,8.04526972414815,2,Magasin,B2C,Sud,0
983.1245518383296,44,15.626462134602578,1,Magasin,B2C,Sud,0
452.1503977396105,15,11.29487558231626,2,Web,B2C,Sud,0
750.9280566725421,18,14.943131571976565,1,Web,B2C,Est,0
437.47310794433525,59,6.97741313429923,0,Magasin,B2C,Est,0
767.683142317364,27,10.224573360976668,0,Web,B2B,Nord,0
669.2911738990554,15,6.075651367534887,0,Web,B2B,Ouest,1
571.8051784215437,51,8.345579029022328,0,Web,B2C,Est,0
592.6627452956219,51,8.951583109021485,2,Web,B2B,Nord,0
482.13821482270976,59,7.096567117251443,1,Web,B2C,Ouest,0
680.2929962667745,54,5.13798856461722,0,Web,B2C,Est,0
518.1029735386596,71,4.345930705389389,3,Web,B2C,Sud,0
379.3909625218953,41,0.6410075371704114,2,Web,B2C,Est,0
369.9712366224685,21,5.774614145986169,0,Magasin,B2C,Ouest,0
631.0658251899815,62,12.509975586687379,0,Magasin,B2C,Ouest,0
884.2364261538783,19,3.606005871946868,3,Web,B2C,Sud,0
628.7984904432188,21,4.52750861498678,2,Web,B2B,Est,1
578.6451013002211,59,17.163594284931662,2,Web,B2C,Ouest,1
651.4487051284577,63,7.454015800606983,1,Magasin,B2B,Ouest,0
835.0803135072284,25,11.284184036659344,2,Magasin,B2B,Nord,0
639.4888502454942,52,12.569268586001979,1,Magasin,B2B,Est,0
526.0330984499274,66,12.65010451912512,1,Magasin,B2C,Ouest,1
799.13196781078,57,3.910743077567761,1,Web,B2C,Nord,1
677.1761589230904,1,9.07576128040204,1,Web,B2C,Sud,0
876.4360785592785,48,3.5270909219264315,2,Web,B2B,Est,0
632.9821986999431,13,19.78527143564129,3,Web,B2C,Est,0
379.59557429030997,61,3.6204989439375996,1,Web,B2C,Est,1
353.7313441357803,5,5.808639124520719,2,Magasin,B2C,Nord,0
897.167027801625,71,5.837596580633981,1,Web,B2C,Ouest,0
910.2598297409935,13,4.0133580931084785,1,Magasin,B2B,Sud,0
567.6865416091318,30,15.410375639026181,1,Web,B2C,Ouest,0
531.0262821955222,17,19.689791604333983,1,Web,B2C,Sud,0
863.0599726035964,58,8.09700352274953,4,Magasin,B2C,Nord,0
400.73177723217213,28,4.71830741262236,1,Web,B2C,Ouest,0
438.9491365879512,53,1.0522980050959152,0,Web,B2C,Ouest,0
715.798823044028,5,9.023565125911594,1,Web,B2C,Sud,0
528.9710778852739,33,8.734538307354224,1,Magasin,B2C,Sud,0
599.0780639903871,65,7.394815494559422,1,Web,B2B,Est,0
570.5802782655877,66,10.885501015904914,0,Partenaire,B2C,Ouest,0
660.763418783808,15,11.580692571261945,3,Partenaire,B2B,Sud,0
853.346735036469,29,11.292333031751603,0,Magasin,B2C,Ouest,0
616.3052832423142,30,8.735500512126052,2,Web,B2C,Sud,0
715.9089827898345,41,5.593512681702952,3,Magasin,B2C,Est,1
230.96902181441595,39,12.663332391226863,1,Web,B2C,Sud,0
591.2306876525788,8,10.050055037686121,2,Magasin,B2C,Nord,0
448.2185513472832,55,13.553430099338602,0,Web,B2C,Ouest,0
380.613649123747,17,13.160302197888925,5,Web,B2C,Nord,1
441.9325739528249,23,4.312951723811538,1,Web,B2B,Ouest,0
539.8577806738538,60,4.263111170169587,0,Magasin,B2B,Nord,0
764.8624576240824,49,6.977837125037887,0,Magasin,B2C,Nord,0
361.2493108068785,29,5.774938366837328,1,Web,B2C,Ouest,1
605.5136686669952,65,13.021007103904402,3,Web,B2C,Est,0
512.8495019999559,28,11.405238703951671,1,Magasin,B2C,Nord,0
541.0188430148471,41,14.396735975141244,1,Magasin,B2C,Est,0
780.4964085548288,18,11.585947269643674,1,Magasin,B2B,Nord,0
696.8607786607067,14,10.834598327493476,0,Web,B2C,Ouest,0
840.7316593396938,35,14.79891912137668,0,Magasin,B2C,Nord,0
572.1889777350179,40,11.878909358940193,1,Magasin,B2C,Est,0
474.73032989927344,58,10.272403853750875,1,Web,B2C,Nord,0
559.7054129615101,28,15.921812135722742,1,Web,B2C,Est,0
643.6494224288199,64,10.46072353261116,0,Web,B2B,Ouest,0
631.783204521668,44,8.782637580328313,2,Web,B2C,Ouest,1
404.810146997994,5,6.648706964889401,1,Magasin,B2B,Sud,0
616.2881606930174,53,12.812101836181645,1,Web,B2B,Nord,0
641.0810994250029,41,14.948202167369875,1,Web,B2C,Nord,0
1053.1453267561055,28,9.79765039426628,1,Web,B2C,Ouest,0
937.8320300307007,34,15.231662495119355,0,Magasin,B2C,Nord,0
446.4161968994124,22,2.1199398721136964,0,Magasin,B2C,Est,0
548.2709949211483,44,9.77818650076834,1,Web,B2C,Sud,1
336.58043966933946,41,9.839620351582255,4,Magasin,B2C,Ouest,0
493.67273748657243,32,7.092022510370612,2,Web,B2C,Est,0
656.8089006462612,21,19.535444151927493,1,Magasin,B2B,Est,0
817.0536517598821,29,9.735229469244956,0,Magasin,B2C,Ouest,0
468.7649092061505,36,8.369076913582267,0,Web,B2C,Ouest,0
482.2536407877966,34,10.10384845373402,0,Partenaire,B2C,Est,0
213.4879746470421,22,1.9887450458966818,1,Web,B2C,Ouest,0
570.7201343019166,42,6.960528298620339,2,Magasin,B2C,Est,1
408.76540586527864,17,13.932959877781617,2,Web,B2C,Sud,0
504.7009030741067,36,7.484218580268902,2,Magasin,B2C,Nord,0
442.1650599298341,9,6.684499348798914,2,Web,B2C,Est,0
583.0327402345397,34,15.2381025460576,2,Web,B2C,Est,0
283.60888955580634,56,15.361017603807316,3,Web,B2C,Nord,1
335.9318558296217,59,12.067961888644568,1,Partenaire,B2B,Nord,0
983.2644801650936,50,8.17953066384533,3,Web,B2C,Est,0
368.2639353706744,53,9.042115739534706,1,Magasin,B2C,Nord,0
402.57859587816483,5,6.783400153700164,0,Web,B2C,Est,0
930.6444350978365,25,6.020907523885421,0,Magasin,B2C,Est,0
1122.9120904632732,47,5.8223340467662705,1,Web,B2C,Sud,0
389.1180068114385,57,7.5277823728591695,1,Magasin,B2C,Nord,0
533.7151877781545,42,5.86111603726102,2,Partenaire,B2B,Sud,0
661.4799991692917,61,3.745179525827404,3,Web,B2C,Sud,0
911.1655759930067,20,10.877610679015623,0,Web,B2C,Est,0
422.3657258829172,11,10.938382323573748,0,Magasin,B2C,Est,0
555.8499877304203,7,16.803171033713266,2,Web,B2C,Ouest,0
739.920763691114,42,7.3266465265811895,1,Web,B2C,Nord,0
678.2578934039914,48,11.184402358493083,3,Web,B2B,Est,0
532.2919071785822,21,11.250850317099207,3,Magasin,B2C,Sud,1
575.9118663871126,56,8.984649755497868,2,Partenaire,B2B,Ouest,0
352.51875449340326,53,12.977334354998705,0,Magasin,B2C,Nord,0
557.1287260845603,26,13.100916747402858,1,Magasin,B2C,Est,0
552.0502517983881,17,11.30964438079016,2,Web,B2B,Est,0
641.7905801327261,53,8.977441179808817,1,Web,B2C,Sud,0
500.0411006125771,48,8.56987956578186,0,Web,B2C,Ouest,0
684.876934058125,13,4.528984404811763,2,Web,B2C,Nord,0
782.2888472075691,19,6.776328885529233,2,Web,B2B,Nord,0
627.977278980324,35,7.511969904393249,1,Magasin,B2B,Est,0
663.3161535118567,37,5.504112950282264,2,Web,B2C,Est,1
609.5679625640162,12,11.759695866750658,1,Web,B2C,Nord,0
600.0151907564546,68,14.78651147594804,4,Web,B2C,Sud,0
470.11955396228745,28,6.3677502706834,1,Web,B2C,Nord,0
656.9689671011954,28,11.133765742978548,2,Web,B2C,Ouest,0
582.4884122855719,5,5.863555441881159,0,Web,B2C,Est,0
976.770295607507,63,8.78031131624335,0,Web,B2B,Nord,0
883.2038824455436,17,7.238681683288897,0,Web,B2C,Sud,0
669.4523794601702,71,12.407582594425765,0,Magasin,B2C,Ouest,0
462.6497022549419,36,7.2848473046312865,4,Magasin,B2B,Ouest,0
399.7659350429848,63,14.046641654826587,2,Magasin,B2C,Nord,0
814.4057315559958,13,9.017116905351203,3,Magasin,B2C,Est,0
647.294860526485,12,7.401585161620677,3,Partenaire,B2C,Nord,0
686.42581261049,57,4.986778950619348,0,Web,B2C,Nord,0
285.9745223446453,59,11.012818041181399,1,Magasin,B2C,Ouest,0
766.9389266804726,39,13.58087360890472,1,Web,B2C,Ouest,0
681.7956608785853,3,11.093285026147496,1,Web,B2C,Nord,0
400.12247680539394,68,18.955326665657694,2,Web,B2C,Ouest,0
515.1255346590092,28,15.719149809881673,0,Web,B2C,Est,0
647.4690967841735,67,8.769888941131939,3,Magasin,B2C,Ouest,0
609.4440237041239,62,8.727890264771723,1,Web,B2C,Ouest,0
547.4091865553601,61,11.878786877941412,2,Magasin,B2B,Est,0
581.372111748127,49,6.6479232782972595,2,Magasin,B2C,Ouest,0
554.6440719227606,48,14.665153226129947,0,Web,B2C,Nord,0
627.4612521784444,38,11.446402087374334,0,Web,B2C,Est,0
864.8685551387682,2,11.025835643434132,0,Web,B2C,Sud,0
138.00148063236645,28,12.747814671083265,0,Web,B2C,Ouest,1
557.3669523882568,52,16.891319533476235,1,Partenaire,B2C,Nord,1
631.7722358470404,58,10.68382140875002,4,Magasin,B2C,Sud,0
653.2789181436779,40,9.547838516514462,0,Magasin,B2B,Ouest,0
533.0553753621679,51,16.034878493290314,0,Web,B2C,Sud,0
283.7900791538551,2,13.870201663964542,3,Magasin,B2C,Nord,0
659.0391870685397,34,8.716080638465112,1,Magasin,B2C,Nord,0
910.9230385495533,37,10.020745794636081,1,Web,B2C,Est,0
323.90494711509524,64,10.781523663755195,1,Web,B2C,Sud,0
755.489042465674,23,11.44725177841993,0,Web,B2C,Sud,0
540.8654598378791,17,4.573600596243544,2,Web,B2C,Est,0
588.9616177508075,26,3.8300615687937594,1,Magasin,B2B,Ouest,0
410.4782680732892,13,6.450439911990185,0,Magasin,B2C,Ouest,0
539.7978889759422,40,6.1410462279546305,0,Web,B2C,Nord,0
834.0080270458125,46,7.424703944109989,0,Partenaire,B2C,Ouest,0
704.8779435577873,57,12.538842568360018,0,Web,B2C,Ouest,0
911.8160889737899,70,9.324283374701047,2,Web,B2C,Est,1
811.9341400159849,6,10.785578420040753,2,Partenaire,B2C,Est,0
679.0356022073237,18,5.1027863598309535,1,Partenaire,B2C,Nord,0
913.9082147102026,22,8.153431188316219,1,Magasin,B2C,Est,0
679.0187685728938,18,12.349030646979362,2,Web,B2C,Est,1
749.0378718234706,59,12.379809832707206,1,Partenaire,B2C,Sud,0
546.6172283637525,10,7.101704687248368,4,Magasin,B2C,Nord,0
611.9782468546568,3,10.646649545518214,3,Magasin,B2C,Nord,0
474.4637118059502,62,18.79539141392933,0,Web,B2C,Est,0
778.1251082270735,69,9.929608282977448,1,Web,B2C,Nord,0
387.90534783932424,17,7.227252215430219,3,Magasin,B2C,Est,0
740.8230616351791,24,9.304950442551359,0,Magasin,B2B,Ouest,0
565.6828096490713,36,10.368708430107333,1,Magasin,B2B,Sud,0
810.8244768241175,38,9.395326477237802,0,Web,B2C,Nord,0
735.1564179716268,71,9.874581197293994,0,Magasin,B2C,Nord,0
927.7163083764243,29,4.2262128122526414,1,Web,B2B,Sud,0
731.539444404956,1,6.149478099656195,1,Web,B2B,Ouest,0
317.0327539824167,31,9.40265905171401,0,Web,B2C,Est,0
587.9484288783239,40,9.338928119910253,0,Web,B2C,Ouest,0
389.03870533293315,37,7.735242900559998,2,Magasin,B2C,Ouest,0
506.7096283740706,37,9.291945655694253,0,Web,B2B,Nord,1
872.0211179898099,66,10.244059421656821,3,Web,B2B,Est,0
714.7560859615853,58,13.5576538260981,2,Partenaire,B2B,Sud,0
474.19252285582564,18,9.603153059095796,1,Magasin,B2C,Sud,0
417.53087404072824,26,11.596412821193013,1,Web,B2B,Sud,0
605.9007767177269,48,7.833598794264316,0,Web,B2C,Sud,0
381.019173111397,30,12.288382894393928,2,Magasin,B2C,Est,0
479.1947500686154,31,11.502921190449428,2,Web,B2C,Est,0
656.1617048792239,12,13.463268012719277,1,Web,B2C,Sud,0
807.9561664992053,19,12.85384184977795,1,Web,B2C,Nord,0
709.5770650003992,53,12.354942491524584,0,Web,B2C,Est,0
187.567888452342,60,9.60633036536888,1,Magasin,B2C,Est,0
654.7860112254467,56,10.979756908177873,1,Web,B2B,Est,0
612.966043181864,22,14.254035713806106,0,Web,B2C,Nord,0
674.5002513670847,10,7.391701722388822,1,Web,B2C,Sud,0
890.9177426972174,12,7.486368885212538,1,Web,B2C,Ouest,0
228.6171101751463,28,10.725725591801448,1,Web,B2C,Est,0
493.601383465601,37,11.661118761061815,2,Magasin,B2C,Nord,0
706.3631381028039,64,6.7035740029439825,3,Web,B2C,Sud,0
315.31300809829037,64,9.700949746346767,4,Web,B2C,Sud,0
865.6708286496316,1,9.624004903084861,2,Web,B2C,Est,0
666.3041902861185,51,1.1388795375861172,0,Magasin,B2B,Nord,0
752.3851174518127,22,9.12162404296496,1,Web,B2C,Est,0
497.23014092607696,15,9.370728668606136,3,Partenaire,B2C,Ouest,0
746.4774641939179,40,9.358828228707923,1,Magasin,B2C,Sud,0
792.3248800780269,3,15.663657098309073,1,Web,B2B,Sud,0
641.9180436246903,24,5.136806805964499,1,Magasin,B2C,Nord,0
642.1921606857653,40,6.701509715181549,2,Web,B2C,Nord,1
648.6617830707106,20,0.0,0,Partenaire,B2C,Ouest,0
444.5978523469113,43,8.076333335303437,0,Partenaire,B2C,Ouest,0
573.4448375567365,33,8.417425783495997,2,Web,B2B,Nord,0
572.5459441585754,57,7.960091294662975,0,Magasin,B2C,Ouest,0
669.0108955836291,13,14.43070935793504,1,Web,B2C,Nord,0
779.968364443853,5,13.442470089347854,1,Web,B2B,Est,0
409.4635052438863,38,10.311426897069216,1,Magasin,B2B,Est,0
577.498374542476,19,8.51754778584055,1,Partenaire,B2C,Sud,0
866.6619985786151,51,14.104758672427455,2,Web,B2C,Est,0
466.1541188137385,7,9.920968560656593,1,Magasin,B2C,Est,0
451.99499688774233,41,6.726919844326169,2,Magasin,B2C,Nord,0
636.4151145296148,71,3.1350052900617937,3,Web,B2B,Ouest,1
751.9893342873577,7,8.234742024417269,1,Magasin,B2B,Nord,0
602.0566900009187,22,13.018574468690435,2,Magasin,B2C,Nord,0
839.212906278658,60,19.10615475817236,1,Magasin,B2C,Ouest,0
754.2229168619748,38,10.246441384757905,0,Partenaire,B2C,Sud,0
751.5276120402111,13,6.938577939518783,2,Web,B2C,Sud,0
699.7409702383368,16,5.260139166863144,3,Web,B2B,Sud,0
1018.9775580622953,55,12.207819585222396,2,Web,B2C,Nord,0
563.070896004112,62,2.9415357904629262,0,Web,B2C,Nord,0
239.3659874280275,26,12.201380405619553,0,Web,B2C,Sud,0
888.7657850730855,34,13.27084642505165,0,Magasin,B2C,Est,0
517.6141024277714,56,11.745117812931456,1,Web,B2C,Sud,0
619.4184799817459,13,9.12135331224577,1,Magasin,B2C,Ouest,0
835.7191232748949,15,12.259762614187258,0,Web,B2C,Ouest,0
311.59328260939344,55,10.6837534845132,1,Web,B2C,Sud,0
374.7035014608949,14,6.887504632557633,1,Magasin,B2C,Ouest,0
311.76997131860634,55,17.401649289500103,0,Magasin,B2C,Ouest,0
457.05546779542374,36,8.593282481557935,0,Web,B2C,Ouest,0
679.1345890830588,71,13.103009201799637,1,Partenaire,B2B,Est,0
694.3538117062988,3,0.3255428692171414,1,Web,B2C,Nord,1
649.7293522791397,68,15.105883531123716,2,Web,B2B,Nord,0
345.70214089937406,16,15.875054978618326,1,Web,B2C,Ouest,0
184.18138140612405,3,10.119335148506552,2,Magasin,B2C,Est,0
609.7836453702688,52,12.235084138951034,2,Web,B2C,Ouest,0
515.0803139450995,38,12.23406072643025,2,Magasin,B2C,Est,0
682.6894389089902,60,7.428865721437103,2,Web,B2B,Nord,0
726.3516527198286,8,12.188489221757361,1,Web,B2C,Sud,0
624.8834577705627,6,6.765478120509778,2,Magasin,B2C,Ouest,1
736.8239553676536,41,7.564972305418696,0,Web,B2C,Nord,1
641.2580473407123,63,14.507772572849195,3,Web,B2C,Est,0
695.411647008264,29,13.89863076280081,1,Web,B2C,Ouest,0
473.15881268342116,57,7.17449799153683,1,Web,B2B,Nord,0
567.6699455103375,65,7.065694625995837,2,Web,B2C,Sud,0
635.4196973982523,62,7.417613590169312,1,Web,B2C,Est,0
747.6951255751354,37,12.930558265861963,0,Magasin,B2B,Ouest,1
529.126588999577,50,6.000060876758411,2,Web,B2C,Est,0
693.8101060317803,38,11.42685055614381,2,Web,B2C,Nord,0
552.1490174552317,48,12.987387242537178,1,Magasin,B2B,Nord,0
578.8424098809365,41,9.647018198827599,0,Web,B2C,Sud,0
749.3134275643331,38,14.04025478745971,0,Magasin,B2C,Sud,0
241.24913321025196,32,8.78275932204083,3,Magasin,B2B,Nord,0
366.634980946543,47,9.144577596024343,1,Web,B2C,Ouest,0
